Source_ID,Source_Sheet,Expected_Record_Count,Expected_Date_Min,Expected_Date_Max,Resource_ID,Revision_ID,Acquisition_Strategy,Revision_Download_URLs,Expected_Curated_Content_SHA256,Known_Independent_Raw_SHA256,Dataset_Page,Upstream_License,Notes
SRC026,2022-04-01_2022-04-30_output,307,2022-04-04,2022-04-27,911776da-92ba-4638-ba56-43063153b68a,,ckan_resource_show,,567a2aa8131af050acd0770c0c10d610712221193ffc312861e0d538bcebe45f,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC027,2022-05-01_2022-05-31_output,346,2022-05-02,2022-05-31,f973f957-7e6a-46c5-b2b4-d0ae3d94be33,,ckan_resource_show,,695dcd4f8df665e36a7459dc709f8a09cfb5b84f51a70ba9a0f183e84335caf8,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC028,2022-06-01_2022-06-30_output,364,2022-06-01,2022-06-28,2af0d59d-6b85-4925-85aa-7f88c52f76cb,,ckan_resource_show,,6cd50a270ae9500777c1bfc044e912a2c37992633c0773e4e9063df6085d38ef,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC029,2022-07-01_2022-07-31_output,298,2022-07-01,2022-07-28,52de98a2-2db5-498f-81f0-a0da2f819ad4,,ckan_resource_show,,77de257e0f88a708282a7e578fae6c61eda23acff9aa036648bdc80476321ac1,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC030,2022-08-01_2022-08-31_output,92,2022-08-01,2022-08-23,364618a5-b82d-4019-b6f3-5b5e72eea42d,,ckan_resource_show,,78836c1730d0eb2d616903e78742bc69102cfa03404386d8105bd7d302790faa,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC031,2022-09-01_2022-09-30_output,41,2022-09-05,2022-09-20,cfa7a23d-77a0-45fc-b66c-62e7771a44b9,,ckan_resource_show,,182798dfe9a52b5f014834041a5946f3d46a99aa65f3de8029e20a565529521e,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC032,2022-10-01_2022-10-31_output,82,2022-10-03,2022-10-25,4227674c-4900-4e5e-a710-bb4d8b851f8b,,ckan_resource_show,,c1bde40435d42eeb2edc4ca72540d7678641b37fc2ebec2277f96be3f246df39,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC033,2022-11-01_2022-11-30_output,40,2022-11-01,2022-11-21,cf232dee-ad74-424d-9c99-8661816c9d83,,ckan_resource_show,,0e218476e150d8cdc9b7e7797c4c7da294bc1f3b55f9c37a6a248c6f99c2bd32,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC034,2022-12-01_2022-12-31_output,180,2022-12-05,2022-12-21,085d2f82-3473-4f4f-b671-a12c382bb4df,,ckan_resource_show,,b31fdd5173ea5599bdcea2144ccfd0df734e180be3a32c536ac9d2c2172673ef,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC035,2023-01-01_2023-01-31_output,58,2023-01-04,2023-01-23,cc505d15-8d42-4d1a-a24a-cb65e030407a,,ckan_resource_show,,48b1cfbbe24d6b3d0a5ccc4fd451641dddd44c5a47c76cd1d9bb9cca892e63f4,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC036,2023-02-01_2023-02-28_output,64,2023-02-01,2023-02-22,83d110b4-1294-4a05-a1e1-6c0479d8ca02,,ckan_resource_show,,800889cff130a7bc265905830bb527e97eac93e85758419361ee87a3d59b7f2e,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC037,2023-03-01_2023-03-31_output,57,2023-03-06,2023-03-28,42a23bad-0e89-455b-bd6f-78ed0c4d46ea,,ckan_resource_show,,4ad6f6bea56b8546fbe0b33515f55b50b118c101ce069ebe4a4ab9233f62d308,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
SRC038,2023-04-01_2023-04-30_output,60,2023-04-03,2023-04-25,26ca497a-8082-4f56-b662-e5ebaf96d5c9,,ckan_resource_show,,2f4bf5d9d934a6183e99f022ee4719fd393e92c8123c5bb7a20c9593d6e0b87b,,https://data.gov.ua/dataset/surface-water-monitoring,Creative Commons Attribution 4.0 International (CC BY 4.0),
