Record_ID,Post_ID,Controle_Date,Field,Correction_Code,Original_Value,Corrected_Value,Correction_Rule,Source_Sheet,Status
SWM_26853_20201013,26853,2020-10-13,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,15.Лип,15.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26968_20201020,26968,2020-10-20,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,Лис.52,11.52,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27023_20201109,27023,2020-11-09,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,04.Тра,4.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201020,27224,2020-10-20,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Лют,1.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201020,27224,2020-10-20,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Кві,10.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27296_20201124,27296,2020-11-24,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Тра,1.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201104,27303,2020-11-04,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.48,1.48,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201104,27303,2020-11-04,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,11.Кві,11.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27333_20201104,27333,2020-11-04,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27333_20201104,27333,2020-11-04,Fosfat,TC001_TEXT_DATE_AUTOCONVERSION,01.Тра,1.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27299_20201012,27299,2020-10-12,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Тра,1.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27299_20201103,27299,2020-11-03,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Тра,10.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27299_20201103,27299,2020-11-03,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,08.Тра,8.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27299_20201202,27299,2020-12-02,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,12.Вер,12.09,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27299_20201202,27299,2020-12-02,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,12.Вер,12.09,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27300_20201012,27300,2020-10-12,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,17.Тра,17.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27300_20201103,27300,2020-11-03,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,09.Тра,9.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27300_20201103,27300,2020-11-03,HSK,TC001_TEXT_DATE_AUTOCONVERSION,07.Тра,7.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27300_20201202,27300,2020-12-02,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,12.Кві,12.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27300_20201202,27300,2020-12-02,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,10.Тра,10.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27300_20201202,27300,2020-12-02,Permanganat,TC001_TEXT_DATE_AUTOCONVERSION,03.Тра,3.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27301_20201012,27301,2020-10-12,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27301_20201012,27301,2020-10-12,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Чер,10.06,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27301_20201103,27301,2020-11-03,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Лип,1.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27301_20201103,27301,2020-11-03,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Січ,10.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27301_20201103,27301,2020-11-03,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,10.Кві,10.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27301_20201202,27301,2020-12-02,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27302_20201202,27302,2020-12-02,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,09.Тра,9.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27302_20201202,27302,2020-12-02,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,15.Кві,15.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201007,27303,2020-10-07,Azot,TC001_TEXT_DATE_AUTOCONVERSION,Січ.25,1.25,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201007,27303,2020-10-07,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.52,1.52,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201007,27303,2020-10-07,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,12.Кві,12.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201202,27303,2020-12-02,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.76,1.76,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201202,27303,2020-12-02,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,13.Січ,13.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27303_20201202,27303,2020-12-02,HSK,TC001_TEXT_DATE_AUTOCONVERSION,11.Кві,11.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27304_20201202,27304,2020-12-02,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,12.Вер,12.09,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27305_20201117,27305,2020-11-17,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,11.Тра,11.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27308_20201020,27308,2020-10-20,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.24,1.24,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27308_20201020,27308,2020-10-20,Permanganat,TC001_TEXT_DATE_AUTOCONVERSION,Лют.48,2.48,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27308_20201118,27308,2020-11-18,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Лют,1.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27334_20201006,27334,2020-10-06,Amoniy,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27334_20201006,27334,2020-10-06,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Чер.96,6.96,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27334_20201104,27334,2020-11-04,Amoniy,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27335_20201006,27335,2020-10-06,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27335_20201117,27335,2020-11-17,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27336_20201006,27336,2020-10-06,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27337_20201006,27337,2020-10-06,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Лют,1.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27339_20201006,27339,2020-10-06,Fosfat,TC001_TEXT_DATE_AUTOCONVERSION,Тра.21,5.21,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27339_20201104,27339,2020-11-04,Nitrit,TC001_TEXT_DATE_AUTOCONVERSION,Січ.22,1.22,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27614_20201019,27614,2020-10-19,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27614_20201019,27614,2020-10-19,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27614_20201103,27614,2020-11-03,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Лют,1.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27614_20201103,27614,2020-11-03,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Тра,1.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27798_20201020,27798,2020-10-20,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27798_20201116,27798,2020-11-16,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27798_20201116,27798,2020-11-16,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,11.Січ,11.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27802_20201124,27802,2020-11-24,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,11.Вер,11.09,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27841_20201105,27841,2020-11-05,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,03.Кві,3.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27843_20201027,27843,2020-10-27,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27843_20201124,27843,2020-11-24,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Лип,1.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27843_20201209,27843,2020-12-09,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26853_20201207,26853,2020-12-07,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.72,1.72,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26853_20201207,26853,2020-12-07,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,10.Кві,10.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26853_20201207,26853,2020-12-07,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,Жов.58,10.58,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26853_20201207,26853,2020-12-07,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,15.Лип,15.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26921_20201215,26921,2020-12-15,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,01.Лют,1.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26922_20201013,26922,2020-10-13,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.96,1.96,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26922_20201013,26922,2020-10-13,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,12.Кві,12.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26922_20201013,26922,2020-10-13,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,15.Лип,15.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26922_20201013,26922,2020-10-13,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.45,1.45,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26922_20201109,26922,2020-11-09,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Лют,2.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26922_20201109,26922,2020-11-09,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.73,1.73,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26925_20201210,26925,2020-12-10,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Бер.29,3.29,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26969_20201020,26969,2020-10-20,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Лют.48,2.48,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26978_20201118,26978,2020-11-18,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,09.Тра,9.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26978_20201215,26978,2020-12-15,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,03.Тра,3.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26978_20201215,26978,2020-12-15,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,08.Тра,8.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26982_20201012,26982,2020-10-12,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,11.Тра,11.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26982_20201012,26982,2020-10-12,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,Лис.52,11.52,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26982_20201012,26982,2020-10-12,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.47,1.47,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26982_20201110,26982,2020-11-10,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.55,1.55,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26983_20201012,26983,2020-10-12,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,15.Лип,15.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26983_20201012,26983,2020-10-12,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26983_20201110,26983,2020-11-10,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Лют,2.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26983_20201110,26983,2020-11-10,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,Лис.52,11.52,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27047_20201006,27047,2020-10-06,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,13.Чер,13.06,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27047_20201103,27047,2020-11-03,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,Сер.75,8.75,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27047_20201103,27047,2020-11-03,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.48,1.48,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27098_20201020,27098,2020-10-20,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Бер.46,3.46,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27098_20201215,27098,2020-12-15,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Лют.46,2.46,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27098_20201215,27098,2020-12-15,HSK,TC001_TEXT_DATE_AUTOCONVERSION,28.Тра,28.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27099_20201027,27099,2020-10-27,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.48,1.48,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27099_20201109,27099,2020-11-09,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Січ.51,1.51,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27099_20201208,27099,2020-12-08,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,Жов.34,10.34,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27100_20201006,27100,2020-10-06,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Лип,1.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27104_20201103,27104,2020-11-03,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27118_20201015,27118,2020-10-15,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Лют.73,2.73,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27185_20201027,27185,2020-10-27,Zavisli,TC001_TEXT_DATE_AUTOCONVERSION,15.Кві,15.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27185_20201027,27185,2020-10-27,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Лют,10.02,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201118,27224,2020-11-18,Azot,TC001_TEXT_DATE_AUTOCONVERSION,Лют.25,2.25,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201118,27224,2020-11-18,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Січ.74,1.74,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201118,27224,2020-11-18,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,12.Січ,12.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201216,27224,2020-12-16,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,10.Кві,10.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27224_20201216,27224,2020-12-16,Permanganat,TC001_TEXT_DATE_AUTOCONVERSION,Лют.48,2.48,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27225_20201020,27225,2020-10-20,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Січ,1.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27225_20201020,27225,2020-10-20,Permanganat,TC001_TEXT_DATE_AUTOCONVERSION,Кві.21,4.21,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27225_20201020,27225,2020-10-20,HSK,TC001_TEXT_DATE_AUTOCONVERSION,13.Тра,13.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27225_20201215,27225,2020-12-15,Azot,TC001_TEXT_DATE_AUTOCONVERSION,Січ.52,1.52,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27225_20201215,27225,2020-12-15,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,28.Тра,28.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27225_20201215,27225,2020-12-15,HSK,TC001_TEXT_DATE_AUTOCONVERSION,14.Вер,14.09,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27226_20201020,27226,2020-10-20,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Бер.23,3.23,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27226_20201020,27226,2020-10-20,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27226_20201112,27226,2020-11-12,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Тра,1.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27226_20201112,27226,2020-11-12,Permanganat,TC001_TEXT_DATE_AUTOCONVERSION,Кві.54,4.54,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27226_20201215,27226,2020-12-15,HSK,TC001_TEXT_DATE_AUTOCONVERSION,14.Тра,14.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27229_20201013,27229,2020-10-13,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Бер.21,3.21,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27229_20201013,27229,2020-10-13,HSK,TC001_TEXT_DATE_AUTOCONVERSION,14.Січ,14.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27229_20201208,27229,2020-12-08,Azot,TC001_TEXT_DATE_AUTOCONVERSION,Січ.26,1.26,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27229_20201208,27229,2020-12-08,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Лют.21,2.21,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27258_20201012,27258,2020-10-12,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Лип,1.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27258_20201116,27258,2020-11-16,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Лип,1.07,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27258_20201214,27258,2020-12-14,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Бер,1.03,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27258_20201214,27258,2020-12-14,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Вер,10.09,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27260_20201012,27260,2020-10-12,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,Вер.25,9.25,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27260_20201109,27260,2020-11-09,Azot,TC001_TEXT_DATE_AUTOCONVERSION,01.Сер,1.08,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27260_20201109,27260,2020-11-09,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,10.Кві,10.04,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27260_20201207,27260,2020-12-07,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27262_20201116,27262,2020-11-16,Azot,TC001_TEXT_DATE_AUTOCONVERSION,Тра.71,5.71,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27262_20201214,27262,2020-12-14,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,02.Тра,2.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27264_20201116,27264,2020-11-16,Nitrat,TC001_TEXT_DATE_AUTOCONVERSION,15.Чер,15.06,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27264_20201214,27264,2020-12-14,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,05.Тра,5.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27264_20201214,27264,2020-12-14,Amoniy,TC001_TEXT_DATE_AUTOCONVERSION,Січ.76,1.76,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_27266_20201019,27266,2020-10-19,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,11.Чер,11.06,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26931_20201210,26931,2020-12-10,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,12.Січ,12.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26934_20201125,26934,2020-11-25,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,12.Січ,12.01,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26946_20201008,26946,2020-10-08,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Бер.77,3.77,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26946_20201008,26946,2020-10-08,Kisen,TC001_TEXT_DATE_AUTOCONVERSION,Лип.96,7.96,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26946_20201210,26946,2020-12-10,BSK5,TC001_TEXT_DATE_AUTOCONVERSION,Лют.98,2.98,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26946_20201210,26946,2020-12-10,Hlorid,TC001_TEXT_DATE_AUTOCONVERSION,Гру.76,12.76,MMM.YY → month.decimal_digits,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26950_20201029,26950,2020-10-29,Sulfat,TC001_TEXT_DATE_AUTOCONVERSION,22.Тра,22.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
SWM_26950_20201029,26950,2020-10-29,HSK,TC001_TEXT_DATE_AUTOCONVERSION,14.Тра,14.05,DD.MMM → integer.month,2020-10-01_2020-12-31_output,deterministically_corrected
